time,source,destination,status
112422,28,15,down
112482,96,77,down
112504,94,90,down
112510,28,95,down
112529,95,28,down
112529,95,90,down
112553,28,85,down
112553,28,38,down
112553,28,90,down
112553,28,94,down
112613,80,5,down
112694,90,70,up
112694,90,14,up
112753,70,14,up
112852,95,5,up
112852,95,5,down
112852,95,15,down
112900,42,5,up
112900,42,5,down
112928,28,15,up
112928,28,38,up
112928,28,94,up
112928,28,85,up
112928,28,15,down
112940,85,28,up
113007,90,70,down
113007,90,14,down
113068,70,90,up
113122,14,90,up
113122,14,70,down
113122,14,90,down
113168,57,26,up
113168,57,26,down
113185,28,42,up
113185,28,80,up
113185,28,20,up
113185,28,42,down
113185,28,80,down
113241,42,70,up
113241,42,70,down
113284,28,20,down
113386,70,42,up
113386,70,90,down
113386,70,42,down
113386,70,14,down
113485,95,41,up
113813,56,90,up
113813,56,14,up
113813,56,90,down
113813,56,14,down
113844,28,69,up
113870,26,57,up
113886,80,84,up
113939,85,69,up
114045,90,56,up
114045,90,56,down
114076,14,7,up
114076,14,7,down
114097,94,69,up
114097,94,69,down
114253,85,69,down
114260,69,94,up
114260,69,85,up
114260,69,38,up
114260,69,28,up
114260,69,94,down
114260,69,85,down
114260,69,38,down
114260,69,28,down
114275,88,7,up
114275,88,7,down
114288,28,69,down
114370,70,84,up
114370,70,88,up
114410,94,28,down
114562,42,70,up
114562,42,70,down
114596,88,70,up
114676,7,20,up
114676,7,42,up
114696,57,26,up
114696,57,26,down
114714,61,14,up
114714,61,14,down
114754,14,61,up
114754,14,61,down
114864,80,42,up
114864,80,82,up
114931,42,7,up
114989,7,20,down
115428,26,57,down
115536,88,70,down
115550,80,70,up
115550,80,7,up
115550,80,88,up
115550,80,70,down
115550,80,7,down
115550,80,84,down
115550,80,88,down
115550,80,42,down
115566,42,7,down
115639,70,84,down
115639,70,88,down
115665,94,38,down
115746,7,80,up
115746,7,5,up
115746,7,80,down
115746,7,5,down
115853,28,7,up
115854,85,7,up
115854,85,7,down
115854,85,38,down
115869,80,5,up
115897,28,7,down
115941,57,26,up
115941,57,26,down
115942,28,38,down
116059,7,42,down
116181,15,70,up
116182,80,5,down
116202,88,7,up
116202,88,7,down
116276,70,56,up
116276,70,15,up
116314,94,28,up
116380,56,70,up
116380,56,15,up
116389,7,20,up
116389,7,20,down
116470,28,82,up
116470,28,82,down
116507,85,28,down
116589,70,56,down
116628,94,28,down
116750,7,82,up
116750,7,82,down
116821,85,94,down
116828,15,4,up
116829,80,82,down
116931,70,4,up
116934,95,41,down
116948,28,94,down
116968,94,13,up
116968,94,13,down
116968,94,85,down
116991,28,85,down
117039,28,13,up
117080,4,15,up
117120,56,4,up
117120,56,4,down
117120,56,70,down
117120,56,15,down
117433,4,70,up
117858,90,41,up
117961,26,2,up
117961,26,2,down
118094,13,28,up
118094,13,28,down
118121,15,70,down
118213,70,4,down
118247,95,85,up
118388,4,70,down
118398,56,95,up
118398,56,95,down
118423,85,56,up
118423,85,95,up
118485,90,41,down
118729,4,82,up
118731,95,41,up
118731,95,88,up
118731,95,90,up
118731,95,42,up
118731,95,56,up
118731,95,41,down
118731,95,88,down
118731,95,90,down
118731,95,42,down
118731,95,56,down
118799,28,13,down
119083,85,28,up
119106,28,95,up
119106,28,56,up
119106,28,85,up
119393,15,82,up
119716,85,56,down
120002,56,85,up
120002,56,28,up
120002,56,85,down
120002,56,28,down
120019,95,28,up
120102,28,38,up
120278,38,56,up
120278,38,95,up
120278,38,85,up
120278,38,28,up
120278,38,56,down
120318,56,38,up
120335,95,38,up
120335,95,28,down
120345,85,38,up
120345,85,95,down
120345,85,38,down
120352,4,82,down
120438,80,84,up
120438,80,95,up
120438,80,84,down
120438,80,95,down
120587,28,95,down
120587,28,38,down
120591,38,95,down
120591,38,85,down
120591,38,28,down
120639,56,95,up
120639,56,95,down
120639,56,38,down
120662,95,56,up
120662,95,85,down
120662,95,38,down
120662,95,56,down
120666,4,15,down
120672,15,4,down
120997,85,28,down
121202,28,56,down
121206,2,82,up
121232,88,84,down
121269,56,85,up
121290,28,85,down
121329,4,2,up
121329,4,2,down
121333,15,2,up
121333,15,2,down
121338,85,42,up
121338,85,56,up
121338,85,42,down
121540,2,15,up
121540,2,15,down
121540,2,82,down
121545,7,15,up
121672,15,7,up
121991,15,70,up
122304,15,82,down
122618,15,7,down
122916,7,15,down
124508,15,70,down
124547,70,15,down
125389,42,77,up
125389,42,77,down
125478,28,77,up
126027,42,41,up
126027,42,41,down
126316,56,85,down
126355,85,56,down
126535,28,85,up
126680,85,77,up
126680,85,28,up
126726,28,56,up
126901,56,28,up
126994,85,77,down
127260,28,77,down
127797,28,42,up
127797,28,84,up
127797,28,42,down
127797,28,84,down
128190,56,85,up
128190,56,85,down
128266,85,56,up
128818,56,7,up
128818,56,7,down
129445,56,28,down
129567,85,56,down
129617,7,84,up
129617,7,84,down
130421,14,84,up
130421,14,84,down
131644,7,20,up
131644,7,20,down
131674,56,85,up
131674,56,28,up
131674,56,85,down
131988,56,28,down
132029,7,56,up
132029,7,56,down
134498,56,85,up
134675,85,56,up
134992,85,28,down
135130,56,28,up
136565,85,28,up
137192,85,28,down
139074,85,28,up
139074,85,28,down
140327,85,28,up
140784,56,28,down
142040,56,28,up
142040,56,28,down
143612,56,28,up
143612,56,28,down
145028,85,28,down
146124,56,28,up
146281,85,28,up
146281,85,56,down
146281,85,28,down
146437,56,85,down
146698,28,85,down
146762,56,28,down
147127,28,56,down
147524,28,77,up
156959,26,57,up
156959,26,57,down
170388,28,77,down
170571,28,77,up
174446,28,77,down
175022,7,79,up
175022,7,79,down
175728,7,77,up
175728,7,77,down
175960,79,80,up
175960,79,80,down
176093,80,5,up
176093,80,17,up
176135,90,14,up
176360,7,6,up
176360,7,6,down
176371,6,13,up
176371,6,13,down
176403,13,6,up
176403,13,6,down
176662,88,94,up
176662,88,80,up
176662,88,94,down
176662,88,80,down
176802,6,20,up
176802,6,7,up
176802,6,20,down
177017,7,20,up
177017,7,20,down
177260,28,5,up
177260,28,5,down
177358,80,82,up
177373,28,94,up
177777,15,80,up
178107,7,90,up
178107,7,14,up
178107,7,90,down
178107,7,14,down
178117,15,7,up
178117,15,5,up
178117,15,17,up
178117,15,82,up
178117,15,7,down
178117,15,82,down
178274,2,69,up
178308,28,15,up
178337,80,15,up
178337,80,7,up
178337,80,15,down
178337,80,82,down
178432,7,20,up
178432,7,20,down
178445,15,80,down
178753,7,79,up
178753,7,79,down
178759,15,5,down
178759,15,17,down
178805,96,77,up
178805,69,2,up
178819,79,7,up
179067,80,14,up
179067,80,88,up
179067,80,14,down
179067,80,88,down
179274,15,5,up
179274,15,17,up
179274,15,80,up
179444,69,26,up
179530,2,26,up
179530,26,2,up
179530,26,69,up
179533,28,17,up
179595,15,5,down
179595,15,17,down
179595,15,80,down
179730,80,15,up
179730,80,7,down
179988,6,7,down
180234,90,14,down
180238,15,80,up
180238,15,28,up
180238,15,5,up
180238,15,17,up
180253,28,5,up
180331,7,79,up
180551,15,80,down
180674,90,14,up
180703,96,77,down
180865,15,28,down
181223,28,95,up
181388,80,6,up
181388,80,79,up
181388,80,7,up
181388,80,95,up
181388,80,5,down
181388,80,6,down
181388,80,15,down
181388,80,17,down
181388,80,79,down
181388,80,7,down
181388,80,95,down
181470,95,14,up
181470,95,14,down
181498,15,94,up
181498,15,95,up
181616,94,5,up
181616,94,15,up
181616,94,17,up
181616,94,5,down
181616,94,15,down
181616,94,17,down
181640,69,2,down
181640,69,26,down
181645,96,38,up
181645,96,38,down
181677,38,96,up
181677,38,96,down
181734,28,5,down
181819,15,13,up
181819,15,13,down
181830,95,28,up
181830,95,5,up
181830,95,17,up
181830,95,15,up
181830,95,28,down
181919,28,38,up
181920,80,5,up
181920,80,15,up
181920,80,17,up
181952,94,28,up
181952,94,95,up
181952,94,38,up
181952,94,28,down
181986,28,13,up
181986,28,13,down
182042,38,28,up
182042,38,94,up
182042,38,15,up
182042,38,95,up
182042,38,28,down
182043,2,26,down
182075,28,94,down
182134,28,80,up
182134,28,38,down
182134,28,15,down
182134,28,17,down
182134,28,80,down
182134,28,95,down
182151,15,38,up
182175,95,94,up
182175,95,13,up
182175,95,38,up
182239,80,13,up
182239,80,5,down
182239,80,13,down
182239,80,15,down
182239,80,17,down
182246,90,14,down
182265,94,95,down
182265,94,38,down
182379,13,15,up
182379,13,5,up
182379,13,17,up
182379,13,80,up
182379,13,15,down
182382,38,5,up
182382,38,5,down
182561,80,7,up
182561,80,79,up
182561,80,7,down
182593,28,58,up
182614,79,80,up
182651,7,80,up
182706,13,95,up
182771,58,28,up
182927,79,80,down
182927,79,7,down
182964,7,79,down
183143,15,13,up
183143,15,5,down
183143,15,17,down
183187,80,79,down
183225,69,2,up
183225,69,26,up
183225,69,2,down
183225,69,26,down
183273,95,5,down
183317,2,26,up
183333,38,94,down
183465,15,80,up
183465,15,94,down
183505,80,17,up
183505,70,79,up
183505,80,17,down
183568,79,70,up
183568,79,70,down
183594,95,17,down
183594,95,94,down
183631,2,26,down
183732,13,94,up
183732,13,15,up
183732,13,5,down
183732,13,17,down
183732,13,94,down
183778,15,80,down
183827,80,13,up
183973,38,15,down
184045,13,80,down
184102,15,13,down
184102,15,95,down
184148,80,15,up
184148,80,15,down
184260,26,2,down
184260,26,69,down
184417,15,38,down
184471,70,79,down
184509,80,77,up
184595,2,69,down
184668,58,28,down
184672,13,15,down
184752,15,94,up
184786,90,14,up
184822,80,77,down
185148,80,13,down
185222,95,13,down
185245,28,58,down
185304,13,80,up
185388,15,95,up
185390,6,77,up
185471,80,15,up
185471,80,42,up
185471,80,15,down
185471,80,42,down
185481,42,80,up
185481,42,94,up
185560,28,13,up
185560,28,13,down
185650,13,80,down
185650,13,95,down
185708,28,38,up
185708,28,15,up
185708,28,94,up
185732,15,42,up
185732,15,28,up
185732,15,95,down
185732,15,42,down
185784,28,95,up
185861,95,15,down
185861,95,38,down
185933,38,94,up
185933,38,42,up
185933,38,15,up
185933,38,28,up
185933,38,94,down
185933,38,95,down
185933,38,42,down
185933,38,15,down
185933,38,28,down
185976,28,41,up
185976,28,95,down
185976,28,38,down
185978,13,15,up
185978,13,15,down
186070,28,7,up
186070,28,7,down
186106,15,13,up
186106,15,41,up
186106,15,13,down
186107,80,7,up
186132,79,80,up
186132,79,7,up
186132,79,80,down
186132,79,7,down
186210,42,13,up
186210,42,7,up
186210,42,41,up
186210,42,79,up
186210,42,13,down
186210,42,80,down
186210,42,7,down
186217,7,77,up
186272,58,80,up
186272,58,80,down
186337,6,77,down
186574,38,77,up
186619,28,41,down
186743,80,77,up
186743,80,38,up
186743,80,7,down
186743,80,77,down
186743,80,38,down
186875,7,38,up
186897,38,80,up
186897,38,7,up
186940,28,1,up
187060,15,1,up
187060,15,28,down
187145,80,77,up
187145,80,38,up
187214,42,41,down
187435,1,41,up
187435,1,28,up
187435,1,94,up
187435,1,15,up
187435,1,41,down
187435,1,28,down
187463,80,7,up
187643,90,41,up
187643,90,41,down
187660,28,41,up
187709,15,1,down
187709,15,94,down
187724,79,42,up
187724,79,42,down
187748,1,94,down
187885,42,94,down
188062,1,15,down
188162,28,1,down
188315,96,1,up
188385,1,96,up
188406,80,77,down
188679,28,95,up
188763,95,41,up
188763,95,28,up
188763,95,94,up
188867,42,95,up
188867,42,95,down
188942,96,1,down
188989,15,17,up
188989,15,28,up
188989,15,17,down
189005,28,17,up
189005,28,17,down
189011,1,96,down
189023,79,42,up
189149,95,42,up
189149,95,15,up
189149,95,17,up
189149,95,41,down
189149,95,42,down
189261,96,6,up
189292,42,15,up
189292,42,15,down
189292,42,79,down
189306,15,41,down
189306,15,28,down
189611,96,56,up
189660,88,13,up
189660,88,13,down
189680,56,6,up
189680,56,96,up
189708,79,42,down
189805,6,96,up
189805,6,56,up
189934,96,79,up
189970,42,41,up
189998,56,79,up
190038,79,56,up
190038,79,96,up
190038,79,6,up
190120,6,79,up
190329,42,41,down
190455,69,26,up
190480,28,41,down
190610,80,77,up
190610,80,77,down
190618,26,69,up
190932,28,17,up
191032,94,28,up
191032,94,95,up
191042,42,13,up
191042,42,13,down
191048,28,13,up
191286,38,80,down
191286,38,77,down
191286,38,7,down
191308,15,42,up
191308,15,28,up
191308,15,95,up
191308,15,17,up
191308,15,13,up
191308,15,42,down
191308,15,28,down
191359,7,77,down
191359,7,80,down
191359,7,38,down
191380,42,70,up
191380,42,15,up
191382,13,15,up
191382,13,95,up
191382,13,17,up
191395,94,17,up
191395,94,15,up
191395,94,41,up
191395,94,17,down
191395,94,15,down
191395,94,41,down
191410,70,88,up
191440,95,13,up
191551,80,38,down
191551,80,7,down
191566,88,70,up
191708,94,28,down
191723,70,88,down
191908,88,70,down
192035,28,77,up
192035,28,77,down
192075,42,77,up
192075,42,77,down
192081,28,13,down
192081,28,17,down
192083,95,28,down
192273,28,15,down
192273,28,94,down
192273,28,95,down
192308,7,20,up
192313,15,88,up
192313,15,88,down
192467,42,7,up
192467,42,7,down
192647,6,79,down
192654,15,42,up
192654,15,42,down
192755,88,13,up
192755,88,15,up
192755,88,70,up
192755,88,13,down
192755,88,15,down
192808,42,70,down
192964,69,26,down
192975,70,88,up
192981,15,41,up
193068,95,41,up
193068,95,41,down
193068,88,70,down
193132,26,69,down
193158,42,41,up
193158,42,15,down
193313,15,41,down
193320,70,42,up
193320,70,58,up
193320,70,42,down
193320,70,58,down
193320,70,88,down
193336,13,41,up
193471,42,41,down
193526,56,6,down
193530,7,15,up
193530,7,95,up
193530,7,17,up
193530,7,42,up
193530,7,15,down
193530,7,95,down
193530,7,17,down
193530,7,20,down
193575,58,94,up
193575,58,95,up
193575,58,15,up
193575,58,17,up
193575,58,13,up
193575,58,42,up
193575,58,94,down
193575,58,95,down
193649,13,41,down
193659,15,58,up
193841,79,56,down
193873,42,7,up
193888,58,15,down
193999,15,94,up
193999,15,28,up
193999,15,95,down
193999,15,17,down
193999,15,13,down
193999,15,94,down
193999,15,28,down
193999,15,58,down
194138,28,58,up
194138,28,15,up
194138,28,94,up
194138,28,95,up
194138,28,58,down
194227,28,38,up
194249,42,88,up
194249,42,58,up
194249,42,88,down
194280,94,15,up
194280,94,38,up
194280,94,28,up
194280,94,15,down
194314,28,15,down
194323,13,58,up
194323,13,15,down
194362,95,38,up
194362,95,28,up
194362,95,15,down
194447,38,94,up
194447,38,95,up
194559,6,79,up
194578,90,82,up
194698,95,58,up
194698,95,38,down
194786,56,6,up
194794,38,28,up
194794,38,94,down
194794,38,95,down
194794,38,28,down
194892,90,82,down
194925,28,38,down
194928,94,38,down
194960,13,95,down
195099,79,56,up
195254,94,28,down
195268,58,95,up
195371,95,13,down
195371,95,58,down
195421,38,5,up
195457,28,93,up
195501,28,93,down
195604,58,80,up
195636,28,95,down
195645,80,42,up
195645,80,13,up
195645,80,17,up
195645,80,42,down
195682,28,94,down
195738,56,79,down
195740,38,77,up
195801,28,85,up
195801,28,94,up
195801,28,95,up
195886,94,85,up
195894,96,6,down
195894,96,56,down
195894,96,79,down
195938,13,80,up
195974,80,58,up
195999,95,85,up
196002,58,17,down
196002,58,95,down
196051,56,96,down
196051,56,6,down
196061,79,96,down
196061,79,6,down
196061,79,56,down
196163,6,96,down
196163,6,79,down
196163,6,56,down
196217,85,94,up
196217,85,17,up
196217,85,28,up
196217,85,95,up
196217,85,94,down
196217,85,17,down
196217,85,28,down
196290,28,56,up
196317,58,56,up
196342,95,56,up
196444,56,94,up
196444,56,17,up
196444,56,85,up
196444,56,28,up
196444,56,95,up
196444,56,58,up
196444,56,94,down
196444,56,17,down
196444,56,28,down
196530,85,95,down
196537,96,1,up
196542,1,96,up
196551,7,42,down
196571,94,28,up
196571,94,85,down
196571,94,28,down
196589,13,95,up
196659,28,85,down
196666,58,80,down
196679,95,80,up
196679,95,80,down
196679,95,85,down
196679,95,56,down
196758,56,85,down
196792,42,6,up
196792,42,6,down
196878,28,56,down
196947,80,95,up
196947,80,95,down
196947,80,13,down
196947,80,17,down
196947,80,58,down
196985,58,15,up
196988,13,85,up
196988,13,56,up
196988,13,85,down
196988,13,56,down
196988,13,58,down
196999,95,13,up
197057,28,67,up
197080,56,15,up
197108,28,15,up
197128,42,80,up
197128,42,15,up
197128,42,80,down
197128,42,15,down
197204,94,67,up
197204,94,67,down
197234,15,42,up
197234,15,58,up
197234,15,95,up
197234,15,28,up
197234,15,56,up
197234,15,42,down
197285,28,67,down
197302,13,80,down
197314,95,15,up
197399,58,7,up
197399,58,17,up
197399,58,7,down
197475,42,79,up
197475,42,79,down
197475,42,7,down
197524,7,13,up
197524,7,88,up
197524,7,13,down
197524,7,88,down
197553,15,17,up
197607,88,7,up
197607,88,7,down
197689,79,90,up
197689,79,14,up
197689,79,82,up
197689,79,90,down
197689,79,14,down
197689,79,82,down
197721,58,79,up
197721,58,79,down
197867,7,6,up
197867,7,20,up
197882,15,62,up
197933,28,79,up
197933,28,62,up
197949,88,84,up
197955,95,79,up
197955,95,62,up
197955,95,79,down
197977,28,79,down
198047,58,6,up
198047,58,13,down
198047,58,6,down
198047,58,42,down
198114,79,6,up
198114,79,17,up
198114,79,84,up
198114,79,56,up
198114,79,7,up
198114,79,6,down
198114,79,17,down
198114,79,84,down
198114,79,56,down
198157,94,62,up
198157,94,28,up
198157,94,62,down
198170,6,7,up
198205,15,62,down
198207,42,82,up
198207,42,84,up
198207,42,82,down
198207,42,58,down
198212,28,82,up
198272,95,62,down
198275,13,79,up
198275,13,82,up
198275,13,79,down
198313,28,17,up
198376,58,94,up
198385,56,95,down
198385,56,58,down
198385,56,15,down
198403,28,58,up
198403,28,62,down
198476,94,58,up
198494,7,6,down
198494,7,20,down
198505,6,95,up
198505,6,95,down
198517,62,6,up
198517,62,42,up
198517,62,15,up
198517,62,82,up
198517,62,56,up
198517,62,28,up
198517,62,58,up
198517,62,6,down
198517,62,42,down
198517,62,15,down
198517,62,82,down
198517,62,56,down
198517,62,28,down
198517,62,58,down
198585,15,42,up
198631,13,58,up
198717,58,28,up
198717,58,95,up
198717,58,28,down
198751,1,62,up
198770,96,62,up
198777,28,56,up
198818,7,79,up
198825,6,7,down
198844,62,96,up
198849,56,58,up
198849,56,15,up
198891,42,15,up
198922,95,58,up
198922,95,82,up
198931,15,94,up
199031,58,56,down
199128,79,42,up
199128,79,42,down
199136,7,82,up
199136,7,82,down
199174,56,17,up
199180,62,1,up
199248,95,56,up
199275,15,82,up
199302,13,58,down
199344,58,15,down
199398,1,96,down
199441,94,15,up
199441,94,82,up
199493,62,96,down
199494,56,82,up
199578,88,84,down
199579,42,79,up
199579,42,84,down
199658,58,17,down
199664,15,13,up
199710,96,1,down
199710,96,62,down
199900,95,56,down
199933,90,84,up
199954,42,13,up
199954,42,13,down
199987,58,82,up
199987,58,28,up
199987,58,82,down
199987,58,28,down
200301,58,94,down
200301,58,95,down
200316,42,15,down
200329,15,42,down
200329,15,58,down
200381,94,58,down
200527,95,58,down
200530,56,58,down
200574,90,14,down
200657,15,14,up
200657,15,94,down
200657,15,14,down
200693,28,58,down
200695,42,79,down
200759,62,96,up
200759,38,77,down
200827,7,42,up
200848,95,14,up
200848,95,14,down
200848,95,15,down
200861,56,14,up
200861,56,28,up
200861,56,14,down
200892,88,42,up
200892,88,42,down
200894,13,95,down
200969,1,96,up
200972,96,1,up
200972,96,62,up
200975,15,85,up
200975,15,95,down
200975,15,13,down
200975,15,28,down
201160,28,85,up
201161,95,13,down
201161,95,17,down
201178,56,85,up
201178,56,28,down
201299,96,1,down
201299,96,62,down
201300,85,28,up
201300,85,15,up
201300,85,82,up
201300,85,56,up
201372,26,57,up
201445,28,93,up
201445,28,5,up
201445,28,38,up
201445,94,77,up
201445,94,38,up
201445,28,93,down
201445,94,77,down
201445,94,28,down
201475,95,28,down
201475,95,94,down
201513,56,5,up
201513,56,15,down
201519,38,13,up
201519,38,15,up
201519,38,85,up
201519,38,93,up
201519,38,94,up
201519,38,95,up
201519,38,28,up
201519,38,82,up
201519,38,5,down
201519,38,13,down
201519,38,15,down
201519,38,85,down
201519,38,93,down
201519,38,94,down
201519,38,95,down
201528,57,26,up
201583,28,42,up
201604,15,17,down
201604,15,82,down
201604,15,85,down
201604,15,56,down
201625,85,5,up
201625,85,17,up
201625,85,28,down
201646,79,7,down
201721,28,94,down
201796,96,1,up
201796,96,62,up
201834,38,17,up
201844,13,5,up
201858,28,17,up
201868,94,5,up
201868,94,17,up
201868,94,56,up
201868,94,85,up
201868,94,5,down
201868,94,95,down
201868,94,17,down
201868,94,56,down
201868,94,15,down
201868,94,82,down
201868,94,85,down
201868,94,38,down
201925,1,62,down
201925,1,96,down
201954,85,17,up
201954,85,15,down
201995,28,42,down
201995,28,5,down
202028,62,1,down
202040,28,15,down
202109,96,1,down
202131,95,5,up
202131,95,17,up
202139,7,13,up
202139,7,17,up
202139,7,82,up
202139,7,85,up
202139,7,17,up
202139,7,13,down
202139,7,17,down
202139,7,42,down
202139,7,82,down
202139,7,85,down
202139,7,17,down
202142,90,84,down
202179,56,7,up
202179,56,13,up
202179,56,7,down
202184,13,15,up
202184,13,15,down
202276,15,4,up
202276,15,4,down
202286,85,95,up
202286,85,5,down
202305,42,7,up
202305,42,7,down
202424,96,4,up
202424,96,4,down
202467,7,62,up
202467,7,96,up
202471,88,84,up
202471,57,26,down
202526,13,7,up
202526,13,56,up
202526,13,85,up
202526,56,17,up
202526,56,42,up
202526,13,5,down
202526,13,7,down
202526,13,56,down
202526,56,5,down
202526,56,17,down
202526,56,42,down
202532,95,13,up
202532,95,17,up
202532,95,85,up
202532,95,38,up
202532,95,5,down
202619,26,57,down
202672,62,77,up
202672,62,5,up
202672,62,79,up
202672,62,7,up
202672,62,77,down
202753,96,77,up
202753,96,5,up
202753,96,7,up
202753,96,77,down
202781,38,17,down
202786,7,77,up
202786,7,5,up
202786,7,77,down
202853,95,28,up
202853,95,28,down
202853,95,17,down
202883,56,13,down
202933,85,17,down
202952,79,77,up
202952,79,7,up
202952,79,96,up
202952,79,77,down
202965,28,17,down
203081,96,79,up
203081,96,5,down
203081,96,79,down
203111,7,5,down
203118,88,84,down
203135,38,95,up
203135,38,85,up
203135,38,28,down
203135,38,95,down
203183,13,95,up
203183,13,85,down
203190,95,13,down
203190,95,17,down
203190,95,82,down
203190,95,85,down
203190,95,38,down
203247,42,84,up
203261,85,38,up
203261,85,28,up
203261,85,95,down
203278,79,5,up
203278,79,62,up
203278,79,5,down
203278,79,96,down
203278,79,62,down
203299,62,5,down
203448,38,82,down
203496,13,95,down
203509,56,82,down
203509,56,85,down
203551,6,77,up
203566,28,95,down
203591,79,7,down
203623,62,95,up
203623,62,79,down
203623,62,7,down
203708,96,7,down
203746,7,95,up
203746,7,95,down
203746,7,79,down
203848,95,79,up
203848,95,7,up
203848,95,96,up
203848,95,62,up
203848,95,79,down
203848,95,7,down
203871,6,20,up
203871,6,20,down
203890,42,84,down
203911,85,38,down
203911,85,17,down
203911,85,82,down
203911,85,56,down
203911,85,28,down
204053,28,82,down
204162,1,7,up
204162,1,7,down
204166,56,5,up
204166,56,5,down
204166,56,17,down
204201,7,1,up
204201,7,1,down
204201,7,62,down
204201,7,96,down
204252,62,96,down
204295,28,5,up
204341,28,5,down
204356,96,62,down
204379,88,84,up
204395,38,28,up
204470,13,85,up
204470,13,5,up
204470,85,38,up
204470,85,28,up
204470,85,5,up
204470,85,17,up
204470,13,82,down
204489,95,96,down
204666,90,82,up
204666,90,82,down
204694,96,1,up
204803,1,96,up
204803,95,62,down
204888,62,82,up
204888,62,95,down
204888,62,82,down
205118,95,82,up
205148,56,13,up
205148,56,28,up
205190,6,20,up
205190,6,84,up
205190,6,20,down
205190,6,84,down
205436,95,82,down
205461,7,82,up
205461,7,82,down
205473,13,56,up
205473,13,85,down
205473,13,56,down
205537,62,1,up
205537,62,96,up
205646,96,62,up
205744,85,38,down
205755,1,62,up
205778,7,95,up
205778,7,95,down
205794,28,5,up
206015,28,56,down
206031,38,13,up
206031,38,17,up
206031,38,5,up
206031,38,56,up
206031,38,13,down
206031,38,17,down
206031,38,85,down
206031,38,28,down
206031,38,5,down
206031,38,56,down
206106,28,38,down
206204,56,5,up
206204,56,38,up
206204,56,17,up
206204,56,5,down
206204,56,38,down
206292,28,95,up
206377,85,95,up
206443,95,13,up
206443,95,5,up
206443,95,28,up
206443,95,17,up
206443,95,85,up
206537,56,82,up
206594,88,84,down
206756,95,13,down
206791,62,1,down
206855,56,82,down
206914,96,1,down
206946,88,82,up
206946,88,56,up
206946,88,82,down
206946,88,56,down
207008,1,62,down
207008,1,96,down
207009,28,56,up
207016,85,56,up
207016,85,28,down
207107,95,56,up
207107,95,5,down
207107,95,28,down
207107,95,56,down
207226,56,95,up
207226,56,85,up
207226,56,95,down
207226,56,17,down
207226,56,85,down
207241,28,13,up
207287,28,85,down
207322,26,57,up
207331,28,95,down
207332,85,5,down
207332,85,56,down
207353,13,17,down
207393,28,17,down
207491,57,26,up
207548,56,5,up
207703,13,56,up
207703,13,28,up
207738,6,20,up
207738,6,20,down
207865,56,58,up
207865,56,58,down
207959,85,17,down
208002,28,58,up
208002,28,58,down
208050,95,17,down
208155,28,84,up
208211,56,84,up
208347,13,28,down
208365,95,88,up
208374,6,77,down
208485,28,17,up
208529,28,13,down
208544,88,85,up
208544,88,95,up
208546,56,17,up
208546,56,13,down
208585,26,57,down
208590,85,88,up
208675,13,17,up
208675,13,84,up
208675,13,5,down
208675,13,17,down
208675,13,84,down
208675,13,56,down
208748,57,26,down
208866,56,28,down
208870,88,82,up
208870,88,82,down
208944,42,56,up
208944,42,58,up
208944,42,17,up
208944,42,84,up
208944,42,5,up
208944,42,28,up
208944,42,56,down
208944,42,58,down
208991,28,42,up
208991,28,56,down
209100,58,20,up
209100,58,20,down
209257,42,17,down
209257,42,84,down
209406,28,20,up
209416,90,77,up
209416,90,77,down
209493,28,20,down
209740,58,42,up
209740,58,5,up
209740,58,17,up
209740,58,56,up
209740,58,42,down
209810,88,85,down
209861,85,88,down
209905,42,5,down
209905,42,28,down
209979,95,85,down
210050,28,56,up
210050,28,58,up
210050,28,42,down
210071,58,84,up
210071,58,28,up
210169,56,28,up
210169,56,58,up
210174,85,95,down
210245,62,96,down
210366,96,62,down
210392,58,88,up
210514,85,82,up
210547,28,95,up
210568,6,77,up
210568,6,77,down
210576,42,6,up
210576,42,6,down
210632,95,17,up
210632,95,28,up
210632,95,17,down
210632,95,28,down
210638,28,88,up
210705,58,88,down
210795,26,57,up
210795,26,57,down
210827,85,82,down
210832,56,95,up
210832,56,95,down
210836,88,17,up
210836,88,5,up
210836,88,28,up
210836,88,17,down
210836,88,5,down
211028,7,77,up
211028,7,42,up
211028,7,77,down
211028,7,42,down
211044,28,88,down
211176,88,58,up
211176,88,28,down
211176,88,58,down
211652,58,28,down
212037,28,88,up
212081,28,95,down
212137,56,28,down
212157,88,84,up
212157,88,84,down
212216,95,84,up
212216,95,84,down
212267,28,84,down
212282,58,77,up
212282,58,5,down
212282,58,17,down
212282,58,77,down
212282,58,84,down
212282,58,56,down
212312,28,5,down
212312,28,17,down
212312,28,88,down
212312,28,56,down
212312,28,58,down
212465,56,77,up
212497,88,5,up
212497,88,77,up
212497,88,5,down
212561,95,5,up
212561,95,77,up
212561,95,5,down
212677,58,84,up
212677,58,77,up
212719,28,85,up
212780,56,7,up
212780,56,5,down
212879,28,42,up
212879,28,42,down
212879,28,85,down
212995,58,7,up
212995,58,17,up
212995,58,56,up
213119,56,95,up
213119,56,88,up
213119,56,95,down
213119,56,88,down
213137,88,17,up
213137,88,17,down
213199,95,56,up
213199,95,56,down
213309,58,84,down
213763,88,95,down
213763,88,77,down
213774,56,84,down
213844,95,84,up
213844,95,84,down
213844,95,88,down
214165,95,77,down
214658,67,57,up
