time,source,destination,status
214658,67,57,down
214880,58,95,up
214880,58,95,down
215102,57,67,up
215102,57,67,down
215196,58,77,down
215390,56,77,down
215756,95,85,up
215924,85,95,up
216069,95,85,down
216238,85,95,down
216299,88,84,up
216459,58,7,down
216772,58,17,down
216772,58,56,down
216983,56,7,down
217296,56,58,down
217892,88,84,down
218875,56,17,down
219582,90,84,up
219582,90,84,down
220774,56,85,up
220774,56,85,down
223928,85,82,up
223928,85,82,down
224788,4,82,up
224788,4,82,down
226769,85,82,up
227024,57,26,up
227148,26,57,up
230287,26,57,down
231053,26,57,up
256233,57,26,down
256381,80,82,up
256699,80,5,up
256720,57,26,up
258108,28,82,up
258179,85,5,up
258369,28,7,up
258369,28,5,up
258369,28,85,up
258369,28,7,down
258369,28,5,down
258494,85,28,up
258758,28,82,down
258816,85,17,up
258832,28,17,up
258832,28,17,down
258898,80,17,up
259141,85,17,down
259569,90,14,up
259860,28,93,up
259860,28,82,up
259860,28,93,down
259947,28,82,down
260207,90,93,up
260209,28,94,up
260298,93,90,up
260298,93,14,up
260426,85,17,up
260427,94,28,up
260427,94,85,up
260560,28,17,up
260881,28,5,up
261059,28,82,up
261081,85,94,up
261467,28,79,up
261467,28,80,up
261467,28,88,up
261467,28,5,down
261467,28,17,down
261467,28,79,down
261467,28,80,down
261467,28,88,down
261802,90,2,up
261802,90,2,down
262193,93,90,down
262193,93,14,down
262316,2,57,up
262316,2,26,up
262333,94,28,down
262390,57,2,up
262399,26,2,up
262428,28,82,down
262667,14,90,up
262667,14,93,up
262689,85,5,down
262791,93,90,up
262791,93,14,up
262990,94,17,up
262990,94,82,up
262990,94,17,down
262990,94,82,down
263030,26,6,up
263030,26,6,down
263277,69,2,up
263277,69,26,up
263277,69,57,up
263332,57,69,up
263355,26,69,up
263416,79,5,up
263416,79,5,down
263570,2,69,up
263625,94,28,up
263625,94,28,down
263644,85,28,down
263777,28,94,down
263929,28,5,up
263929,28,14,up
263929,28,93,up
263929,28,26,up
263929,28,57,up
263929,28,69,up
263929,28,2,up
263929,28,5,down
263929,28,14,down
263929,28,85,down
263929,28,93,down
263942,80,13,up
263971,85,5,up
264092,13,5,up
264092,13,82,up
264092,13,80,up
264092,13,17,up
264225,2,28,up
264226,69,28,up
264278,57,28,up
264278,57,28,down
264303,26,28,up
264379,28,6,up
264565,2,6,up
264648,85,13,up
264648,85,13,down
264817,28,6,down
264853,69,28,down
264879,2,69,down
264879,2,6,down
264879,2,57,down
264879,2,26,down
264879,2,28,down
264935,26,28,down
264991,90,93,down
265008,93,90,down
265077,28,26,down
265077,28,57,down
265077,28,69,down
265123,28,2,down
265218,57,2,down
265254,69,14,up
265254,69,90,up
265254,69,2,down
265254,69,14,down
265254,69,90,down
265277,28,14,up
265277,28,90,up
265277,28,93,up
265277,28,14,down
265277,28,90,down
265277,28,93,down
265340,28,85,up
265386,28,94,up
265454,28,17,up
265547,94,82,up
265564,70,88,up
265564,70,88,down
265609,85,28,up
265614,26,2,down
265778,28,82,up
265864,28,17,down
266193,94,28,up
266197,70,85,up
266197,70,85,down
266255,79,70,up
266255,79,70,down
266269,93,90,up
266271,90,93,up
266313,13,85,up
266313,13,85,down
266537,94,17,up
266537,94,17,down
266537,94,82,down
266863,85,5,down
266873,28,17,up
267003,28,17,down
267043,84,70,up
267043,84,70,down
267212,85,13,up
267212,85,13,down
267220,80,6,up
267220,80,20,up
267220,80,79,up
267220,80,5,down
267220,80,6,down
267220,80,20,down
267220,80,79,down
267256,13,5,down
267353,28,82,down
267525,85,82,down
267533,80,82,down
267570,13,82,down
267747,67,69,up
267747,67,69,down
267822,26,69,down
267860,85,28,down
267903,13,85,up
267903,13,85,down
267992,28,95,up
268048,28,17,up
268116,94,28,down
268127,69,67,up
268127,69,67,down
268362,57,69,down
268440,69,26,down
268440,69,57,down
268473,79,7,up
268473,80,13,down
268473,80,17,down
268473,79,7,down
268530,13,80,down
268621,28,94,down
268646,84,70,up
268646,84,70,down
268668,28,17,down
268668,28,85,down
268668,28,95,down
268805,85,38,up
268805,85,94,down
268805,85,17,down
268805,85,38,down
268828,95,80,up
268828,95,80,down
268829,80,7,up
268831,38,94,up
268831,38,85,up
268988,57,26,down
268994,84,6,up
268994,84,20,up
268994,84,6,down
268994,84,20,down
269048,14,84,up
269048,14,84,down
269058,94,38,up
269073,26,57,down
269115,90,84,up
269115,90,84,down
269124,93,84,up
269124,93,84,down
269234,85,94,up
269234,85,17,up
269234,85,38,up
269244,80,6,up
269244,80,20,up
269244,80,6,down
269371,94,85,down
269371,94,38,down
269392,26,67,up
269392,26,67,down
269425,79,6,up
269425,79,6,down
269451,88,70,up
269519,13,88,up
269519,13,88,down
269557,80,7,down
269711,26,69,up
269742,79,7,up
269744,69,26,up
269782,38,94,down
269837,13,82,up
269940,80,20,down
270069,28,95,up
270069,28,38,up
270069,28,85,up
270185,85,28,up
270244,1,96,up
270316,14,90,down
270375,90,93,down
270375,90,14,down
270384,93,90,down
270412,95,85,up
270412,95,17,up
270417,96,1,up
270432,38,28,up
270505,85,95,up
270569,28,17,up
270590,80,6,up
270590,80,6,down
270610,84,90,up
270610,84,93,up
270610,84,14,up
270610,84,90,down
270651,14,20,up
270651,14,84,up
270651,14,20,down
270675,26,69,down
270707,93,84,up
270723,28,70,up
270737,95,28,up
270753,88,84,up
270753,88,85,up
270753,88,84,down
270753,88,85,down
270780,28,5,up
270780,28,94,up
270900,85,5,up
270900,85,88,up
270900,85,5,down
270900,85,88,down
270912,1,93,up
270912,1,14,up
270912,1,93,down
270912,1,14,down
270968,94,28,up
271001,69,26,down
271014,28,88,up
271089,88,28,up
271089,88,28,down
271090,95,5,up
271103,13,5,up
271192,28,5,down
271213,57,26,up
271213,57,26,down
271239,28,82,up
271239,28,82,down
271254,15,28,up
271254,15,94,up
271254,15,95,up
271254,15,17,up
271254,15,82,up
271254,15,5,up
271254,15,13,up
271254,15,85,up
271288,28,15,up
271297,14,62,up
271297,14,62,down
271313,94,15,up
271328,90,82,up
271328,90,82,down
271335,62,96,up
271335,62,1,up
271344,93,62,up
271344,93,62,down
271374,96,62,up
271536,85,15,up
271543,1,62,up
271567,15,28,down
271567,15,94,down
271567,15,95,down
271611,14,93,down
271625,79,7,down
271658,94,95,up
271658,94,13,up
271658,94,17,up
271658,94,82,up
271658,94,5,up
271658,94,88,up
271658,94,85,up
271658,94,95,down
271658,94,13,down
271658,94,15,down
271658,94,17,down
271658,94,82,down
271658,94,5,down
271658,94,88,down
271739,95,13,up
271739,95,94,up
271739,95,15,up
271739,95,13,down
271739,95,94,down
271750,88,15,up
271750,88,15,down
271761,13,15,up
271873,1,96,down
271985,80,94,up
271985,80,7,up
271985,94,38,up
271985,80,94,down
271985,80,7,down
272016,38,94,up
272016,38,94,down
272163,85,94,down
272206,15,17,down
272298,94,85,down
272298,94,38,down
272298,94,28,down
272306,69,57,up
272318,28,70,down
272324,96,1,down
272381,95,5,down
272403,13,15,down
272429,28,5,up
272429,28,94,down
272469,57,2,up
272469,57,69,up
272490,28,82,up
272501,58,94,up
272501,58,17,up
272534,85,82,up
272534,85,13,up
272534,85,5,up
272534,85,95,down
272534,85,17,down
272534,85,82,down
272548,15,6,up
272548,15,6,down
272619,2,57,up
272628,28,17,down
272628,28,82,down
272649,80,6,up
272649,80,6,down
272675,28,88,down
272675,28,95,down
272711,38,88,up
272711,38,6,up
272711,38,88,down
272711,38,6,down
272716,13,17,down
272721,28,6,up
272735,95,6,up
272735,95,88,up
272735,95,6,down
272735,95,15,down
272735,95,85,down
272735,95,28,down
272735,95,88,down
272758,88,70,down
272809,28,6,down
272863,14,84,down
272868,15,28,up
272888,26,2,up
272888,26,69,up
272888,26,57,up
272888,26,2,down
272921,93,14,down
272921,93,84,down
272935,94,95,up
272935,94,17,up
272935,94,58,up
272943,2,26,up
273032,13,82,down
273066,95,94,up
273066,95,58,up
273107,57,26,up
273139,84,93,down
273139,84,14,down
273265,2,69,up
273289,96,93,up
273289,96,93,down
273460,1,96,up
273470,84,80,up
273470,84,80,down
273513,14,79,up
273513,14,79,down
273528,85,80,up
273528,85,80,down
273565,90,14,up
273567,79,14,up
273567,79,90,up
273567,79,14,down
273567,79,90,down
273587,69,26,up
273676,13,79,up
273676,13,15,up
273676,13,79,down
273761,58,95,up
273830,14,90,up
273902,69,2,up
273944,80,7,up
274017,13,85,up
274017,13,85,down
274113,84,88,up
274135,28,5,down
274144,14,90,down
274192,90,14,down
274246,28,82,up
274333,38,82,up
274333,38,82,down
274344,13,88,up
274344,13,88,down
274478,26,2,up
274485,85,82,up
274485,85,82,down
274485,85,38,down
274552,28,38,down
274568,96,1,up
274677,88,84,up
274944,6,20,up
274944,6,20,down
275185,28,5,up
275228,28,82,down
275444,85,13,down
275460,90,14,up
275720,14,90,up
275737,26,69,down
275782,69,57,down
275792,2,69,down
275792,2,26,down
275792,2,57,down
275827,80,7,down
275930,57,2,down
275930,57,69,down
275956,13,82,up
276050,26,2,down
276099,69,2,down
276099,69,26,down
276133,96,1,down
276240,7,80,down
276244,28,82,up
276281,88,84,down
276294,13,85,up
276627,7,13,up
276627,7,82,up
276627,7,5,up
276627,7,15,up
276627,7,13,down
276627,7,82,down
276627,7,5,down
276685,15,7,up
276685,15,80,up
276685,15,7,down
276703,28,7,up
276703,28,5,down
276703,28,7,down
276836,80,79,up
276836,80,82,up
276836,80,15,up
276836,80,5,up
276836,80,13,up
276836,80,79,down
276963,13,7,up
276963,13,7,down
276967,7,15,down
276999,15,82,down
277060,93,96,up
277060,93,1,up
277060,93,96,down
277080,96,62,down
277160,80,82,down
277191,57,26,down
277295,84,7,up
277295,84,7,down
277295,84,88,down
277297,13,80,up
277297,13,82,down
277313,26,57,down
277325,28,82,down
277338,7,20,up
277381,62,96,down
277393,79,7,up
277437,96,1,up
277437,96,93,up
277437,28,70,up
277437,96,1,down
277437,96,93,down
277437,28,70,down
277482,6,7,up
277482,6,7,down
277541,88,70,up
277574,1,96,down
277703,7,6,up
277703,7,6,down
277703,7,20,down
277944,15,80,down
278072,93,1,down
278105,80,15,down
278224,1,93,up
278224,1,93,down
278562,84,70,up
278562,84,70,down
278586,28,38,up
278613,85,13,up
278613,85,38,up
278613,85,5,down
278855,88,79,up
278855,88,84,up
278855,88,79,down
278855,88,84,down
278926,85,13,down
278967,13,70,up
278967,13,70,down
278967,13,85,down
278967,79,7,down
279090,38,15,up
279090,38,28,down
279092,7,79,down
279163,28,9,up
279243,85,9,up
279243,85,9,down
279255,28,56,up
279259,15,9,up
279259,15,56,up
279259,15,9,down
279285,62,96,up
279300,79,6,up
279300,79,6,down
279345,96,1,up
279345,96,62,up
279358,80,5,down
279401,58,95,down
279408,38,9,up
279408,38,9,down
279473,7,20,up
279481,84,88,up
279506,1,96,up
279518,28,9,down
279531,94,80,up
279531,94,95,down
279573,56,9,up
279573,56,85,up
279573,56,38,up
279573,56,28,up
279573,56,13,up
279573,56,15,up
279573,56,9,down
279573,56,85,down
279573,56,38,down
279573,56,28,down
279596,15,5,down
279626,9,15,up
279626,9,85,up
279626,9,38,up
279626,9,15,down
279626,9,85,down
279626,9,38,down
279713,6,79,up
279713,6,79,down
279733,80,14,up
279733,80,17,up
279733,80,7,up
279733,80,14,down
279733,80,17,down
279733,80,7,down
279734,38,56,up
279734,38,56,down
279805,28,88,up
279805,28,88,down
279806,14,95,up
279807,84,70,up
279834,26,67,up
279834,26,67,down
279844,94,80,down
279859,28,95,up
279859,28,95,down
279906,85,95,up
279906,85,5,up
279906,85,56,up
279906,85,95,down
279906,85,5,down
279906,85,56,down
279906,85,15,down
279909,15,13,down
279924,56,5,up
279924,56,95,up
279924,56,80,up
279924,56,5,down
279924,56,95,down
279924,56,13,down
279924,56,80,down
279962,9,95,up
279962,9,95,down
279974,13,5,down
280006,28,56,down
280068,80,15,up
280068,80,56,up
280068,80,15,down
280068,80,56,down
280098,95,14,up
280098,95,94,down
280098,95,58,down
280098,95,17,down
280158,94,17,down
280230,15,85,down
280345,57,2,up
280345,57,2,down
280406,38,28,up
280406,38,15,down
280535,28,15,down
280544,15,28,down
280544,15,56,down
280556,56,15,down
280584,28,94,up
280722,38,94,up
280741,95,14,down
280774,14,95,down
280834,94,38,up
280834,94,28,up
280834,94,85,up
280852,85,94,up
280955,13,15,down
280988,58,85,up
280988,58,38,up
281089,14,58,up
281089,14,58,down
281122,28,58,up
281122,28,17,up
281179,85,58,up
281179,85,17,up
281236,56,58,up
281236,56,58,down
281276,96,1,down
281361,38,17,up
281361,38,58,up
281445,1,62,down
281475,94,17,up
281475,94,17,down
281488,62,1,down
281526,85,13,up
281526,85,13,down
281569,93,1,up
281657,58,56,up
281657,58,28,up
281657,58,94,down
281657,58,56,down
281657,58,17,down
281657,58,85,down
281657,58,38,down
281657,58,28,down
281674,38,17,down
281674,38,58,down
281757,88,84,up
281788,94,58,down
281840,28,56,up
281845,85,58,down
281930,28,58,down
281973,80,17,up
282034,28,41,up
282034,28,95,up
282047,14,17,up
282047,14,17,down
282097,95,56,up
282097,95,38,up
282097,95,94,up
282097,95,85,up
282097,95,28,up
282097,95,41,up
282097,95,56,down
282097,95,38,down
282111,94,41,up
282173,85,95,up
282173,85,41,up
282337,84,70,down
282337,84,88,down
282387,88,84,down
282412,95,94,down
282524,13,17,up
282685,14,80,up
282685,14,80,down
282705,26,5,up
282705,26,5,down
282743,95,17,up
282743,95,17,down
282771,79,70,up
282824,56,17,up
282932,38,41,up
282946,96,93,up
282946,96,93,down
283003,14,90,down
283048,1,93,up
283056,90,14,down
283116,85,17,down
283158,56,5,up
283158,56,17,down
283176,13,85,up
283176,13,85,down
283185,93,96,up
283185,93,14,up
283185,93,96,down
283231,80,5,up
283318,14,93,up
283318,14,93,down
283438,85,5,up
283438,85,5,down
283470,2,67,up
283475,28,5,up
283475,28,5,down
283485,67,2,up
283485,67,2,down
283499,93,14,down
283511,13,41,up
283511,13,5,up
283511,13,41,down
283511,13,5,down
283511,13,17,down
283511,13,80,down
283544,80,5,down
283544,80,13,down
283544,80,17,down
283731,79,70,down
283751,85,95,down
283876,38,28,down
283876,28,17,down
284005,1,96,down
284019,7,77,up
284019,7,79,up
284019,7,80,up
284019,7,6,up
284019,7,77,down
284019,7,79,down
284019,7,80,down
284019,7,6,down
284019,7,20,down
284053,28,41,down
284053,28,95,down
284068,95,5,up
284068,95,17,up
284068,95,56,up
284068,95,38,up
284068,95,5,down
284068,95,17,down
284068,95,85,down
284068,95,28,down
284068,95,41,down
284068,95,56,down
284086,85,56,up
284183,13,80,up
284183,13,5,up
284183,13,17,up
284183,13,80,down
284239,80,77,up
284239,80,95,up
284239,80,77,down
284293,56,77,up
284293,56,38,up
284293,56,85,up
284293,56,77,down
284293,56,38,down
284342,14,7,up
284342,14,95,up
284342,14,96,up
284342,14,80,up
284342,7,95,up
284342,7,62,up
284342,14,7,down
284342,14,95,down
284342,14,96,down
284342,14,80,down
284350,62,14,up
284350,62,80,up
284350,62,95,up
284350,62,7,up
284350,62,14,down
284366,28,85,down
284366,28,38,down
284374,90,14,up
284374,90,14,down
284394,95,80,up
284394,95,62,up
284394,95,7,up
284394,95,96,up
284409,28,56,down
284409,28,94,down
284416,85,17,up
284510,38,41,down
284510,38,85,down
284510,38,94,down
284513,13,85,up
284513,13,85,down
284545,96,95,up
284545,96,7,up
284568,80,62,up
284569,84,70,up
284611,56,17,up
284645,88,17,up
284645,88,84,up
284645,88,17,down
284658,94,38,down
284664,62,80,down
284671,7,38,up
284671,7,96,up
284708,95,80,down
284743,85,17,up
284743,85,17,down
284743,85,38,down
284783,28,38,up
284783,28,17,up
284783,28,94,up
284783,28,41,up
284783,28,56,up
284783,28,85,up
284783,28,38,down
284802,4,9,up
284827,28,17,down
284843,13,56,up
284843,13,56,down
284855,38,80,up
284855,38,62,up
284855,38,7,up
284855,38,95,up
284855,38,80,down
284863,96,38,up
284895,84,88,up
284895,84,70,down
284912,80,7,up
284912,80,38,up
284912,80,96,up
284912,80,62,down
284912,80,7,down
284912,80,38,down
284912,80,95,down
284912,80,96,down
284944,56,28,up
284944,56,41,up
284944,56,17,down
284974,9,4,up
284991,62,93,up
284991,62,38,up
284991,62,93,down
284999,94,56,up
284999,94,56,down
285016,7,93,up
285016,7,93,down
285042,95,93,up
285042,95,93,down
285162,93,62,up
285162,93,7,up
285162,93,95,up
285162,93,96,up
285162,93,38,up
285162,93,62,down
285162,93,7,down
285162,93,95,down
285162,93,96,down
285162,93,38,down
285220,96,93,up
285220,96,93,down
285253,80,13,up
285253,80,5,up
285253,80,17,up
285261,56,5,down
285261,56,28,down
285326,62,84,up
285326,62,84,down
285357,2,67,down
285360,95,84,up
285360,95,84,down
285361,90,84,up
285361,90,84,down
285373,7,84,up
285373,7,84,down
285479,13,80,up
285510,38,84,up
285510,38,96,up
285510,38,84,down
285536,96,84,up
285536,96,84,down
285543,84,62,up
285543,84,95,up
285543,84,38,up
285543,84,62,down
285543,84,95,down
285543,84,38,down
285616,88,70,down
285682,62,38,down
285696,95,38,down
285706,57,26,up
285706,57,26,down
285710,85,5,up
285710,85,13,up
285710,85,5,down
285800,7,38,down
285811,13,85,up
285833,38,62,down
285833,38,7,down
285833,38,95,down
285833,38,96,down
285846,26,57,up
285855,96,38,down
285896,56,38,up
285896,56,38,down
285907,28,38,up
285967,94,38,up
285967,94,28,down
286009,62,88,up
286009,62,88,down
286030,95,88,up
286030,95,88,down
286033,85,38,up
286160,26,57,down
286194,38,56,up
286194,38,41,up
286194,38,85,up
286194,38,28,up
286194,38,94,up
286194,38,56,down
286198,84,70,up
286198,84,70,down
286335,62,70,up
286335,62,70,down
286344,6,70,up
286344,6,70,down
286346,85,28,down
286362,95,70,up
286362,95,70,down
286473,28,17,up
286517,28,17,down
286555,56,5,up
286555,56,28,up
286555,56,17,up
286555,56,5,down
286555,56,28,down
286593,28,5,up
286675,95,62,down
286677,28,62,up
286677,28,96,up
286677,28,7,up
286677,28,95,up
286745,4,9,down
286748,7,95,down
286765,93,1,down
286825,1,93,down
286863,9,4,down
286881,56,13,up
286881,56,13,down
286881,56,17,down
287003,95,28,up
287003,95,7,down
287003,95,96,down
287007,62,28,up
287007,62,95,down
287007,62,28,down
287033,85,5,up
287033,85,5,down
287074,7,5,up
287074,7,5,down
287109,96,28,up
287109,96,95,down
287114,13,56,up
287114,13,85,down
287114,13,56,down
287149,38,95,up
287149,38,95,down
287184,84,5,up
287184,84,5,down
287184,84,88,down
287223,56,95,up
287223,56,95,down
287321,95,41,up
287321,95,85,up
287332,62,5,up
287332,62,5,down
287351,85,95,up
287361,28,4,up
287361,28,62,down
287361,28,96,down
287361,28,7,down
287361,28,4,down
287393,93,14,up
287414,7,62,down
287414,7,96,down
287421,28,5,down
287442,4,5,up
287442,4,5,down
287445,96,5,up
287445,96,4,up
287445,96,7,down
287445,96,5,down
287445,96,28,down
287445,96,4,down
287478,14,93,up
287478,14,93,down
287552,80,79,up
287552,80,6,up
287552,80,79,down
287552,80,6,down
287587,88,84,down
287646,62,7,down
287691,85,82,up
287691,85,28,up
287691,85,82,down
287691,85,95,down
287722,95,5,up
287722,95,13,up
287722,95,82,up
287722,95,38,up
287722,95,17,up
287722,95,56,up
287722,95,5,down
287722,95,13,down
287722,95,41,down
287722,95,82,down
287722,95,85,down
287722,95,38,down
287722,95,28,down
287722,95,17,down
287722,95,56,down
287743,7,20,up
287743,7,20,down
287810,9,82,up
287810,9,82,down
287840,28,95,down
288277,62,96,down
288309,58,82,up
288309,58,82,down
288335,93,14,down
288397,13,85,up
288416,7,6,up
288530,88,82,up
288530,88,82,down
288532,94,28,up
288577,57,26,up
288577,57,26,down
288635,28,17,up
288653,85,56,down
288838,7,13,up
288838,7,17,up
288838,7,80,up
288838,7,84,up
288838,7,13,down
288838,7,17,down
289028,13,7,up
289028,13,7,down
289032,96,62,down
289116,28,13,up
289116,28,13,down
289159,94,38,down
289178,7,38,up
289178,7,80,down
289178,7,84,down
289178,7,38,down
289303,85,5,up
289303,85,5,down
289303,85,13,down
289303,85,38,down
289399,84,7,up
289399,84,7,down
289514,38,80,up
289514,38,5,up
289514,38,13,up
289514,38,7,up
289514,38,84,up
289514,38,17,up
289514,38,56,up
289514,38,80,down
289514,38,5,down
289514,38,41,down
289514,38,13,down
289514,38,7,down
289514,38,84,down
289514,38,85,down
289514,38,28,down
289514,38,94,down
289514,38,17,down
289514,38,56,down
289525,80,7,up
289525,80,6,up
289525,80,56,up
289525,80,7,down
289525,80,6,down
289525,80,56,down
289551,28,38,down
289610,7,96,up
289610,7,96,down
289660,13,85,down
289670,96,84,up
289670,96,84,down
289717,84,96,up
289795,94,41,down
289795,94,85,down
289795,94,28,down
289929,85,94,down
290030,84,96,down
290055,28,94,down
290078,56,94,up
290078,56,94,down
290153,88,82,up
290153,88,82,down
290193,80,94,up
290193,80,94,down
290276,7,20,up
290276,7,20,down
290311,28,5,up
290311,28,5,down
290472,62,96,up
290576,85,5,up
290616,96,62,up
290697,2,1,up
290697,2,1,down
290779,7,17,up
290779,7,84,up
290779,7,80,up
290779,7,17,down
290779,7,84,down
290779,7,6,down
290889,85,5,down
290889,85,41,down
290889,85,17,down
290958,13,7,up
290979,84,7,up
290979,84,7,down
291059,56,41,down
291059,56,85,down
291150,28,41,down
291168,80,13,down
291276,13,5,down
291276,13,80,down
291276,13,7,down
291402,56,28,up
291486,80,5,down
291486,80,17,down
291599,28,5,up
291599,28,5,down
291612,13,56,up
291612,13,17,down
291612,13,56,down
291731,7,80,down
291743,28,17,down
291802,26,57,up
291802,26,57,down
291829,80,7,up
291829,80,84,up
291829,80,7,down
291829,80,84,down
292041,57,26,up
292041,57,26,down
292058,56,28,down
292067,28,88,up
292067,28,88,down
292094,88,7,up
292124,7,6,up
292124,7,88,up
292124,7,84,up
292124,7,6,down
292572,84,7,up
292589,28,56,down
292912,84,80,up
292912,84,80,down
293043,88,84,up
293365,56,85,up
293365,56,28,up
293419,85,56,up
293419,85,56,down
293579,7,88,down
293663,28,56,up
293679,56,85,down
293682,88,7,down
293911,84,9,up
293911,84,9,down
293957,62,96,down
294016,88,28,up
294016,88,28,down
294098,96,62,down
294239,84,88,up
294239,84,88,down
294673,88,84,down
294903,7,84,down
295098,57,26,up
295098,57,26,down
295179,84,7,down
295357,9,90,up
295357,9,90,down
295495,84,4,up
295495,84,4,down
295564,7,82,up
295564,7,82,down
295601,4,84,up
295601,4,84,down
295634,28,82,up
295852,69,88,up
295852,69,88,down
296024,28,82,down
296217,7,6,up
296217,7,6,down
297732,93,14,up
297732,93,14,down
297817,14,93,up
297817,14,93,down
298178,85,56,up
298178,85,56,down
298178,85,28,down
298811,56,28,down
298823,7,42,up
298823,7,42,down
299157,7,5,up
299157,7,84,up
299157,7,77,up
299157,7,17,up
299157,7,56,up
299157,7,58,up
299157,7,5,down
300132,7,84,down
300190,85,28,up
300190,85,28,down
300391,28,7,up
300391,28,7,down
300695,56,85,up
300695,56,85,down
300830,85,56,up
301023,56,28,up
301023,56,28,down
301156,85,28,up
301156,85,56,down
301393,28,56,down
301537,7,95,up
301537,7,95,down
301858,7,77,down
302440,28,56,up
302565,28,56,down
302640,28,7,up
302640,28,7,down
302813,28,85,down
303125,7,17,down
303125,7,56,down
303125,7,58,down
303318,56,85,up
303384,85,56,up
303527,28,85,up
303527,28,56,up
303634,56,28,up
303948,56,28,down
305096,9,82,up
305096,9,82,down
305212,56,82,up
305212,56,28,up
305212,56,82,down
305265,28,82,up
305289,85,82,up
305289,85,82,down
305420,9,4,up
305420,9,4,down
305433,7,84,up
305747,7,84,down
306354,28,82,down
307097,56,28,down
308349,56,28,up
308349,56,28,down
308667,93,14,up
309088,85,28,down
309721,14,84,up
309916,56,28,up
309941,84,14,up
310340,85,28,up
310663,14,84,down
311932,14,84,up
312558,14,84,down
315302,84,14,down
315388,14,84,up
315388,14,84,down
316819,93,14,down
316957,14,93,up
316957,14,93,down
318388,14,93,up
318388,14,93,down
318837,85,28,down
319649,56,85,down
320089,85,28,up
320405,85,56,down
320405,85,28,down
320468,28,85,down
320588,56,28,down
320641,28,56,down
341240,14,93,up
341522,93,14,up
343714,93,79,up
343750,14,79,up
343837,79,93,up
343837,79,14,up
344379,14,93,down
344379,14,79,down
344656,93,14,down
345103,79,93,down
345103,79,14,down
346223,93,79,down
346359,79,93,up
348874,79,93,down
350131,79,93,up
350131,79,93,down
353163,14,93,up
353676,28,17,up
353741,93,14,up
353741,93,14,down
353789,14,93,down
354763,7,79,up
354763,7,79,down
355108,7,6,up
355108,7,80,up
355390,28,17,down
355429,7,6,down
355742,7,80,down
356063,7,79,up
356405,28,17,up
356405,28,17,down
358182,7,80,up
358888,28,17,up
358888,28,17,down
361461,28,17,up
363224,56,28,up
363224,56,28,down
363284,28,56,up
363564,56,17,up
364543,56,28,up
365796,56,28,down
367051,56,28,up
367997,56,28,down
369286,56,28,up
369606,56,88,up
369606,56,88,down
372020,28,88,up
372020,28,88,down
372470,88,56,up
372470,88,28,up
372470,88,56,down
372470,88,28,down
373785,93,14,up
373785,93,14,down
373860,14,93,up
373860,14,93,down
374680,88,82,up
374680,88,82,down
375300,56,17,down
375333,28,17,down
375419,28,56,down
375547,28,56,up
376041,14,93,up
376041,14,93,down
376071,28,9,up
376071,28,9,down
377201,56,28,down
377997,28,56,down
378957,28,56,up
379425,56,28,up
380101,56,28,down
381682,56,28,up
382329,56,28,down
382617,28,56,down
383783,28,56,up
384272,56,28,up
385874,56,28,down
386442,28,56,down
386792,28,85,up
387167,85,28,up
387500,56,28,up
387500,56,28,down
387551,28,56,up
387620,42,96,up
387902,28,56,down
389058,28,56,up
389320,28,56,down
391483,28,9,up
391483,28,9,down
394248,42,96,down
394447,93,14,up
394447,93,14,down
394519,14,93,up
394519,14,93,down
394872,42,96,up
395454,61,77,up
397029,4,84,up
397092,84,4,up
397092,84,4,down
397928,28,56,up
398202,56,85,up
398202,56,28,up
398273,61,77,down
398419,84,4,up
398507,85,56,up
398636,42,96,down
398914,4,84,down
399048,84,4,down
399794,56,85,down
400734,85,28,down
400796,4,84,up
401145,28,85,down
401188,28,56,down
401245,84,4,up
402425,28,56,up
402480,28,85,up
402937,85,28,up
402951,56,85,up
403589,85,28,down
403914,56,28,down
404059,28,85,down
404107,28,56,down
405950,84,4,down
406089,85,56,down
406111,56,85,down
406445,4,84,down
407831,56,85,up
408770,56,85,down
413511,93,14,up
413511,93,14,down
415975,28,77,up
433685,14,93,up
433699,28,77,down
435823,28,77,up
436778,28,77,down
438397,14,79,up
438397,14,93,down
438397,14,79,down
439797,67,2,up
439797,67,2,down
439899,2,67,up
439899,2,67,down
441467,2,67,up
441467,2,67,down
444916,2,67,up
444916,2,67,down
446058,67,2,up
446058,67,2,down
446168,2,67,up
446413,28,82,up
446940,15,82,up
446940,15,28,up
446995,28,15,up
447007,42,15,up
447007,42,15,down
447426,2,67,down
447632,67,2,up
448562,15,56,up
448748,28,56,up
448924,56,28,up
448924,56,82,up
448924,56,15,up
448924,56,28,down
449055,28,42,up
449055,28,42,down
449213,67,2,down
450171,42,82,up
450182,56,28,up
450498,42,56,up
450498,42,56,down
451153,42,82,down
453014,28,42,up
453014,28,42,down
453685,15,82,down
454026,15,42,up
454026,15,42,down
454278,56,42,up
454278,56,42,down
454278,56,82,down
454339,15,56,down
454339,15,28,down
454616,28,82,down
454888,15,28,up
454888,15,56,up
457562,9,4,up
457562,9,4,down
457963,28,77,up
458188,28,77,down
458600,93,14,up
458600,93,14,down
458674,15,85,up
458674,85,84,up
458674,85,84,down
458710,56,85,up
458710,56,85,down
458738,28,85,up
458848,14,93,up
458850,9,61,up
458850,9,61,down
459021,85,28,up
459021,85,15,up
459343,85,56,up
459343,85,56,down
459621,15,28,down
459657,85,28,down
